"0","library(magrittr)"
"0","library(ggplot2)"
"2","RStudio Community is a great place to get help: https://community.rstudio.com/c/tidyverse
"
"0","#library(ggrepel)"
"0","library(GenomicRanges)"
"2","Loading required package: stats4
"
"2","Loading required package: BiocGenerics
"
"2","
Attaching package: 'BiocGenerics'

"
"2","The following objects are masked from 'package:stats':

    IQR, mad, sd, var, xtabs

"
"2","The following objects are masked from 'package:base':

    anyDuplicated, aperm, append, as.data.frame, basename, cbind, colnames, dirname, do.call, duplicated, eval, evalq, Filter, Find, get,
    grep, grepl, intersect, is.unsorted, lapply, Map, mapply, match, mget, order, paste, pmax, pmax.int, pmin, pmin.int, Position, rank,
    rbind, Reduce, rownames, sapply, setdiff, sort, table, tapply, union, unique, unsplit, which.max, which.min

"
"2","Loading required package: S4Vectors
"
"2","
Attaching package: 'S4Vectors'

"
"2","The following objects are masked from 'package:base':

    expand.grid, I, unname

"
"2","Loading required package: IRanges
"
"2","Loading required package: GenomeInfoDb
"
"2","
Attaching package: 'GenomicRanges'

"
"2","The following object is masked from 'package:magrittr':

    subtract

"
"0","library(org.Dm.eg.db)"
"2","Loading required package: AnnotationDbi
"
"2","Loading required package: Biobase
"
"2","Welcome to Bioconductor

    Vignettes contain introductory material; view with 'browseVignettes()'. To cite Bioconductor, see 'citation(""Biobase"")', and for packages
    'citation(""pkgname"")'.

"
"2","
"
"0","library(AnnotationDbi)"
"0",""
"0","library(EnrichedHeatmap)"
"2","Loading required package: grid
"
"2","Loading required package: ComplexHeatmap
"
"2","========================================
ComplexHeatmap version 2.14.0
Bioconductor page: http://bioconductor.org/packages/ComplexHeatmap/
Github page: https://github.com/jokergoo/ComplexHeatmap
Documentation: http://jokergoo.github.io/ComplexHeatmap-reference

If you use it in published research, please cite either one:
- Gu, Z. Complex Heatmap Visualization. iMeta 2022.
- Gu, Z. Complex heatmaps reveal patterns and correlations in multidimensional 
    genomic data. Bioinformatics 2016.


The new InteractiveComplexHeatmap package can directly export static 
complex heatmaps into an interactive Shiny app with zero effort. Have a try!

This message can be suppressed by:
  suppressPackageStartupMessages(library(ComplexHeatmap))
========================================

"
"2","========================================
EnrichedHeatmap version 1.28.1
Bioconductor page: http://bioconductor.org/packages/EnrichedHeatmap/
Github page: https://github.com/jokergoo/EnrichedHeatmap
Documentation: http://bioconductor.org/packages/EnrichedHeatmap/

If you use it in published research, please cite:
Gu, Z. EnrichedHeatmap: an R/Bioconductor package for comprehensive 
visualization of genomic signal associations. BMC Genomics 2018.

This message can be suppressed by:
  suppressPackageStartupMessages(library(EnrichedHeatmap))
========================================

"
"0","library(ComplexHeatmap)"
"0",""
"0","#library(GO.db)"
"0",""
"0","#library(patchwork)"
"0",""
"0","source('scripts/utils.R')"
"0","source('scripts/peakUtils.R') #TODO move/rewrite getPeakData from NystLib to utils.R"
"0",""
"0","## load data"
"0",""
"0","load('rData/sheets.rda')"
"0","load('rData/peaks.rda')"
"0",""
"0","load('rData/rnaiScreen.rda')"
"0",""
"0","ON.genes.validated <- read.table('Data/on-genes-IDvalidation.txt', header = T) %>%"
"0","  dplyr::rename(Geneid = submitted_item, "
"0","                Validated = validated_id,"
"0","                Symbol = current_symbol)"
"0",""
